eui,deveui,payload,date,temperature,humidity,sound,movement,flame,lux,emergency
6dafdd47-1e04-4676-8eb6-42ab4111f758,583353002-4,65cc9a6cfc13ae5dde55c0ad,2024-02-09T04:37:16Z,144,175,146,0,0,143,1
c941e3c7-f227-486f-97dd-1c258ccbda3d,010723702-4,65cc9a6cfc13ae5dde55c0ae,2024-02-08T01:51:05Z,198,26,90,1,0,46,0
7b3794fc-8081-4018-857e-b3cee8c2dc39,700671800-7,65cc9a6cfc13ae5dde55c0af,2024-02-11T06:15:26Z,30,137,73,0,0,232,0
f0dc42cc-0c89-44d2-9548-383d260153de,863795937-7,65cc9a6cfc13ae5dde55c0b0,2024-02-07T14:23:36Z,152,148,50,1,1,54,1
061592e6-ae24-4cae-8bb7-ff1c253ed5c0,753255885-1,65cc9a6cfc13ae5dde55c0b1,2024-02-11T04:40:03Z,121,62,129,1,1,172,1
daccbe59-367e-410a-99ae-28260dee306b,783999082-7,65cc9a6cfc13ae5dde55c0b2,2024-02-13T16:41:49Z,248,75,126,1,1,102,0
435d481c-b98b-4ae8-9040-c20fedb3230b,531769530-9,65cc9a6cfc13ae5dde55c0b3,2024-02-07T02:23:29Z,242,244,103,1,1,77,0
3955e78c-de37-4964-8a0a-8376da050043,457804426-2,65cc9a6cfc13ae5dde55c0b4,2024-02-12T03:27:04Z,142,141,79,0,0,214,1
c7e3d9f4-6953-4132-99f5-d11309a01ad2,697281824-9,65cc9a6cfc13ae5dde55c0b5,2024-02-08T15:17:28Z,36,34,199,1,1,216,0
0fe61257-2333-41f8-9650-fc87b76f6d42,534051140-5,65cc9a6cfc13ae5dde55c0b6,2024-02-12T08:02:29Z,3,39,194,0,1,244,1
d55d509f-24fa-47c6-8b8f-bc9b734a3933,832766142-6,65cc9a6cfc13ae5dde55c0b7,2024-02-10T00:55:31Z,227,129,193,1,1,230,1
8f86e3a8-0eac-43b9-bf9e-f67da0fe6ae4,478943899-6,65cc9a6cfc13ae5dde55c0b8,2024-02-09T15:15:02Z,104,119,183,0,1,77,0
b2309763-d92e-422e-a391-6cdc678e1ca3,393509230-X,65cc9a6cfc13ae5dde55c0b9,2024-02-08T12:06:30Z,57,142,188,0,0,204,1
28fb66f4-6f54-4159-9f67-32836873cd2d,055469267-8,65cc9a6cfc13ae5dde55c0ba,2024-02-12T15:52:34Z,120,251,214,0,0,244,0
afc36b27-b187-46b0-9d37-571d909398e2,928946497-6,65cc9a6cfc13ae5dde55c0bb,2024-02-09T14:49:47Z,89,9,103,0,0,49,1
d7c76aa8-0d50-4f89-bc7d-657dea31d57b,401862652-5,65cc9a6cfc13ae5dde55c0bc,2024-02-08T18:37:39Z,236,254,209,0,0,43,0
b94899ef-7309-442a-9ab8-5f07a1d64e70,309341159-9,65cc9a6cfc13ae5dde55c0bd,2024-02-08T05:29:09Z,217,251,150,1,0,156,0
c057a69a-4239-4738-b53d-bd896c3ed95a,082909226-9,65cc9a6cfc13ae5dde55c0be,2024-02-10T22:50:39Z,251,224,128,0,0,104,1
944183ad-b038-4c1b-bed3-0a03141ef837,351851822-4,65cc9a6cfc13ae5dde55c0bf,2024-02-12T17:50:28Z,44,235,246,1,0,221,1
de2e92bc-cd25-4cad-b406-d037c7bb77f7,546013826-4,65cc9a6cfc13ae5dde55c0c0,2024-02-12T00:44:15Z,233,0,193,1,1,231,0
643ec93c-1168-4f9e-aa63-08bdf2990488,182407634-7,65cc9a6cfc13ae5dde55c0c1,2024-02-07T07:10:05Z,213,231,255,1,1,27,1
9b37084c-87af-4a1b-ab7a-22d6966eebd7,399268584-5,65cc9a6cfc13ae5dde55c0c2,2024-02-11T13:54:02Z,219,132,176,0,0,49,1
ba50a1a1-eb64-44d0-881b-999ce257870d,763507815-1,65cc9a6cfc13ae5dde55c0c3,2024-02-12T12:43:55Z,92,85,146,0,1,86,1
e7f5d2b8-23e7-4701-b018-e8e883c9b40b,252113605-0,65cc9a6cfc13ae5dde55c0c4,2024-02-10T11:35:21Z,195,184,255,1,0,184,1
383dd93c-428b-48a4-980a-56e092e918cf,680518532-7,65cc9a6cfc13ae5dde55c0c5,2024-02-13T06:00:29Z,152,168,2,0,0,250,1
54e6334d-0ecf-43cd-9c50-bbea70144ee0,292972436-6,65cc9a6cfc13ae5dde55c0c6,2024-02-10T15:22:21Z,19,211,133,0,1,199,0
11c3a25d-c386-4d82-9c1b-4f8c474f66e7,601128732-8,65cc9a6cfc13ae5dde55c0c7,2024-02-08T19:19:33Z,78,80,35,0,1,222,0
0e3eb7c9-eac4-4251-8c25-a6a98cf96ef7,504733564-X,65cc9a6cfc13ae5dde55c0c8,2024-02-10T13:57:45Z,81,168,45,1,1,210,1
d4772a65-74d9-4b67-abec-eb0d8e36cdc1,242960244-X,65cc9a6cfc13ae5dde55c0c9,2024-02-12T08:10:46Z,241,79,205,1,0,104,1
32e91538-b946-435e-b1ef-e68fec36456e,501062264-5,65cc9a6cfc13ae5dde55c0ca,2024-02-12T18:43:48Z,135,72,166,1,0,246,0
6abeb357-db6f-4360-8eb8-00bda99a9395,563703115-0,65cc9a6cfc13ae5dde55c0cb,2024-02-09T05:58:32Z,69,122,189,1,0,209,1
59c8ca8d-57c4-44a4-bde0-a358f90f7de4,842192714-0,65cc9a6cfc13ae5dde55c0cc,2024-02-13T17:10:48Z,208,214,158,1,1,144,0
ccc91a3a-607a-40de-992d-8b5c1377ec4e,812782315-5,65cc9a6cfc13ae5dde55c0cd,2024-02-08T21:33:19Z,244,216,125,0,1,57,0
328c7b27-cf88-4912-a297-82208a8f1ce9,682811399-3,65cc9a6cfc13ae5dde55c0ce,2024-02-08T16:32:57Z,137,109,191,1,1,236,0
74a8eb37-70f4-4a59-840b-09a77ba6c46a,356014156-7,65cc9a6cfc13ae5dde55c0cf,2024-02-11T20:49:48Z,157,37,166,0,0,38,0
c40ecb42-d450-4d30-902d-1f067600a976,758635184-8,65cc9a6cfc13ae5dde55c0d0,2024-02-09T11:31:02Z,45,182,218,1,0,62,1
759e794c-f6e0-48ac-b764-6b6d8edb1f90,042063979-9,65cc9a6cfc13ae5dde55c0d1,2024-02-11T22:24:01Z,47,160,44,0,1,106,1
4f6cde22-255c-4e15-ba2c-f920ccad9ce4,639262650-6,65cc9a6cfc13ae5dde55c0d2,2024-02-12T04:06:27Z,26,206,137,1,0,208,0
f50a8bed-f32d-4a83-bc2f-5a9f4c562171,536917777-5,65cc9a6cfc13ae5dde55c0d3,2024-02-13T01:21:22Z,111,27,72,0,1,183,0
f8c5fa6d-bf8e-4d58-b19d-ab91858c8a9d,022719066-1,65cc9a6cfc13ae5dde55c0d4,2024-02-10T16:53:12Z,226,32,145,1,1,180,0
c9926151-1bed-4ff2-b253-4e178d43ca94,063717211-6,65cc9a6cfc13ae5dde55c0d5,2024-02-10T18:50:18Z,138,109,210,1,0,44,0
95992ac9-986d-485c-a7e7-d6450e112557,532598220-6,65cc9a6cfc13ae5dde55c0d6,2024-02-09T17:56:21Z,178,109,150,0,0,95,1
75c712a8-bb2e-48ee-a77f-889aafdbb9d8,347658595-6,65cc9a6cfc13ae5dde55c0d7,2024-02-09T15:39:20Z,73,34,193,1,0,142,0
efb93ffb-e46f-4835-bdf4-2f5b6b53f6c5,445603819-5,65cc9a6cfc13ae5dde55c0d8,2024-02-09T22:00:46Z,242,114,194,0,0,242,1
bc16c1bd-b594-45f8-bc10-d129bae19c3d,245998816-8,65cc9a6cfc13ae5dde55c0d9,2024-02-09T11:10:32Z,76,153,83,1,0,102,0
709b4748-cc4f-4223-9476-480c1e4798cd,024161679-4,65cc9a6cfc13ae5dde55c0da,2024-02-07T19:58:46Z,23,22,40,0,0,252,0
dfd10e06-ce92-4174-8628-32039ca3dc9b,635087100-6,65cc9a6cfc13ae5dde55c0db,2024-02-07T00:48:21Z,237,121,210,0,0,179,0
b4f97d19-3595-4edc-bd19-3d7a11168237,324671571-8,65cc9a6cfc13ae5dde55c0dc,2024-02-07T12:03:34Z,202,204,176,1,0,5,1
108b78a5-f70b-4283-916e-76ea173446ae,562350020-X,65cc9a6cfc13ae5dde55c0dd,2024-02-10T03:53:13Z,25,81,119,1,0,210,0
82ac8ce7-09d1-40ce-9422-0f861129de23,682035369-3,65cc9a6cfc13ae5dde55c0de,2024-02-12T15:09:59Z,28,152,2,0,0,38,1
7f02b44e-5d95-40d5-88d4-e5b927ae68a2,134960371-6,65cc9a6cfc13ae5dde55c0df,2024-02-07T07:58:27Z,18,225,88,1,0,235,0
4e9b54b8-6279-4484-9429-89ffe85681a5,189807916-1,65cc9a6cfc13ae5dde55c0e0,2024-02-10T03:44:08Z,57,55,221,1,1,142,1
348f0be7-7164-44b9-b1a3-4758db6ceffb,124974285-4,65cc9a6cfc13ae5dde55c0e1,2024-02-08T21:35:37Z,122,235,233,0,1,119,0
1419d88b-04c0-4485-b2db-ca77b370a16f,768198572-7,65cc9a6cfc13ae5dde55c0e2,2024-02-08T10:19:27Z,236,163,119,0,0,102,0
95f92fae-9b2c-400d-8dc5-f12882d0b12c,142136599-5,65cc9a6cfc13ae5dde55c0e3,2024-02-12T09:37:15Z,87,105,45,1,0,9,1
edaa7e40-c60b-4d66-bd4d-8d6dd86b2e5b,191388550-X,65cc9a6cfc13ae5dde55c0e4,2024-02-13T06:24:12Z,197,76,2,0,0,12,0
652c3910-73e8-472a-ad65-c25ab1100b25,976782584-3,65cc9a6cfc13ae5dde55c0e5,2024-02-11T23:52:28Z,15,243,88,0,1,101,1
d0f8495d-2042-49c9-9a36-7e32b7128a4f,716633847-4,65cc9a6cfc13ae5dde55c0e6,2024-02-09T08:23:41Z,170,214,54,0,1,239,1
b6cc30ec-eccc-4609-a090-7e33036d2f3b,289935750-6,65cc9a6cfc13ae5dde55c0e7,2024-02-11T08:58:37Z,132,210,203,0,0,48,1
0c107e85-bfcf-4b63-a60c-102d4558784d,588446297-2,65cc9a6cfc13ae5dde55c0e8,2024-02-09T23:59:39Z,85,82,121,1,1,11,1
b0e7c729-3607-49f3-8657-ce71b6b11a3c,210868106-X,65cc9a6cfc13ae5dde55c0e9,2024-02-12T13:06:01Z,181,119,14,1,1,33,1
36e7f51a-911a-48c1-b1a5-756a9c556c73,438306460-4,65cc9a6cfc13ae5dde55c0ea,2024-02-07T09:46:07Z,163,34,100,1,0,124,1
1752c8ea-a913-4ee7-b812-b89e86d40cf9,972204242-4,65cc9a6cfc13ae5dde55c0eb,2024-02-07T20:39:28Z,113,214,57,0,1,51,1
2b46a23c-9029-46ae-a086-b6c5e3a6d766,249292389-4,65cc9a6cfc13ae5dde55c0ec,2024-02-11T07:03:20Z,194,129,229,0,0,66,0
4bb33d8d-a306-4e61-901d-37620f4df6d7,530244682-0,65cc9a6cfc13ae5dde55c0ed,2024-02-12T18:01:39Z,182,182,8,1,1,88,1
b2b81809-e6d8-49a3-867c-e5402cc0cff9,772756280-7,65cc9a6cfc13ae5dde55c0ee,2024-02-11T03:08:16Z,98,94,118,0,0,128,1
a105b8e2-20b4-47a2-b4c4-68206dd9ba92,393089114-X,65cc9a6cfc13ae5dde55c0ef,2024-02-13T23:35:56Z,83,76,62,0,0,143,1
2e5ba057-ffc3-42c4-a6d1-cfc79def6111,082524371-8,65cc9a6cfc13ae5dde55c0f0,2024-02-08T11:42:09Z,168,88,87,1,0,197,1
a4f7f4e9-3907-45fc-8e2a-65ed1b543ac6,125106976-2,65cc9a6cfc13ae5dde55c0f1,2024-02-12T15:42:19Z,215,111,44,0,0,171,0
644364bb-a09d-4ae0-873d-112a48a3e1b1,105025113-X,65cc9a6cfc13ae5dde55c0f2,2024-02-10T17:14:19Z,172,67,189,0,0,155,1
92b20f0e-7ef7-45ec-9bd6-401d7d196a9a,253057522-3,65cc9a6cfc13ae5dde55c0f3,2024-02-09T12:19:07Z,166,142,116,1,0,219,1
1385ca46-2147-4c50-b43c-a6c5628cf376,577760520-6,65cc9a6cfc13ae5dde55c0f4,2024-02-07T14:48:07Z,99,54,78,1,0,61,1
92a8ee84-b493-4899-80d4-1551b3536a3e,406875947-2,65cc9a6cfc13ae5dde55c0f5,2024-02-08T15:03:38Z,79,247,116,1,1,201,1
a64766c7-ca5f-4b69-ae0e-b76f3a822d40,742331487-0,65cc9a6cfc13ae5dde55c0f6,2024-02-12T10:53:25Z,69,173,146,0,0,231,0
f12d603b-2f76-41fb-8555-db875a7981d9,877478111-1,65cc9a6cfc13ae5dde55c0f7,2024-02-12T04:12:18Z,110,184,229,0,0,46,0
10afae6b-1759-43c9-b1ec-ecce7493040c,100016296-6,65cc9a6cfc13ae5dde55c0f8,2024-02-08T13:52:30Z,154,65,151,1,0,232,0
29543dc1-6852-4580-a3a9-fcf6fa7cb2a4,882897935-6,65cc9a6cfc13ae5dde55c0f9,2024-02-10T19:17:28Z,126,49,230,1,1,169,1
205d3d77-fc17-47e8-97e5-9256b98b7f12,994823425-1,65cc9a6cfc13ae5dde55c0fa,2024-02-13T18:11:48Z,123,253,92,1,1,2,0
b9f23b82-f606-4a6d-a594-ca36371595e7,797099913-1,65cc9a6cfc13ae5dde55c0fb,2024-02-11T12:55:51Z,226,187,23,1,1,74,0
bc5ce8f6-5189-48fd-929d-ca45e85eff27,246847893-2,65cc9a6cfc13ae5dde55c0fc,2024-02-07T08:19:14Z,185,177,229,1,1,69,1
206eabe6-9b60-4412-9a02-de7567fde7a3,095217564-9,65cc9a6cfc13ae5dde55c0fd,2024-02-08T01:17:35Z,134,76,82,0,0,187,1
b74d5efe-5807-46d7-ae36-c0f087b1c351,702997788-2,65cc9a6cfc13ae5dde55c0fe,2024-02-07T18:54:14Z,183,95,65,0,0,120,1
d1a3d443-7376-478b-b133-d8533331626f,007831495-X,65cc9a6cfc13ae5dde55c0ff,2024-02-09T17:11:49Z,235,150,205,0,0,106,0
42310f86-2a32-4dc4-976a-3f7613920a37,136426241-X,65cc9a6cfc13ae5dde55c100,2024-02-10T20:30:06Z,166,83,121,0,0,162,1
140b541c-ab75-4ff8-8d77-2cc2d9c90d0d,738873657-3,65cc9a6cfc13ae5dde55c101,2024-02-11T11:46:47Z,119,254,130,1,1,56,1
8ad0a344-da91-4be1-baaa-9e28cdee6a74,726263491-7,65cc9a6cfc13ae5dde55c102,2024-02-11T03:50:03Z,217,16,173,1,1,84,1
881e5de7-4065-41a1-9e5d-daeefecc7ef4,408313034-2,65cc9a6cfc13ae5dde55c103,2024-02-09T01:47:52Z,131,187,9,1,1,129,1
4eb66134-3aff-48ee-b608-f97b9380bfb5,949825936-4,65cc9a6cfc13ae5dde55c104,2024-02-09T15:42:14Z,239,190,247,0,0,118,1
94f7229b-5153-45d2-b5fe-386f2c8d3c72,995669201-8,65cc9a6cfc13ae5dde55c105,2024-02-09T02:29:45Z,211,24,145,1,1,54,0
2cc868e8-01d7-4a32-9e2d-0fbee9b5a699,341341200-0,65cc9a6cfc13ae5dde55c106,2024-02-07T04:19:35Z,65,214,244,0,1,5,0
c4dc764f-b2df-4454-9ee0-78e7845b3347,698852657-9,65cc9a6cfc13ae5dde55c107,2024-02-10T10:27:48Z,34,143,133,1,0,164,1
9831868f-d291-4f0f-b787-ef5ef5c0cdbb,872114018-9,65cc9a6cfc13ae5dde55c108,2024-02-11T21:23:26Z,34,89,156,1,1,107,1
a8af2d6f-e0c4-4062-a26c-3db10d02fe00,683559945-6,65cc9a6cfc13ae5dde55c109,2024-02-09T22:35:31Z,19,159,238,0,0,209,1
9d1f6472-aacd-4323-badb-b94c962f6072,504503778-1,65cc9a6cfc13ae5dde55c10a,2024-02-13T07:42:05Z,241,104,238,0,0,68,1
90400933-2877-472e-9f29-303c32630589,947309624-0,65cc9a6cfc13ae5dde55c10b,2024-02-07T04:25:15Z,4,151,0,1,0,136,0
d2e23bd3-5f3c-418b-97af-40cd42c4651a,886694258-8,65cc9a6cfc13ae5dde55c10c,2024-02-10T15:20:47Z,109,59,174,1,0,248,1
da226fa7-11e5-4c2f-a7ce-5ea426545a9a,321845028-4,65cc9a6cfc13ae5dde55c10d,2024-02-10T11:39:10Z,77,145,77,0,0,61,1
148b66ca-5acc-4027-8033-31b08201ba77,243819183-X,65cc9a6cfc13ae5dde55c10e,2024-02-07T08:06:49Z,111,144,132,1,1,113,0
c3ce287a-a10b-4492-a411-9abbfcd37989,848975110-2,65cc9a6cfc13ae5dde55c10f,2024-02-11T15:37:54Z,129,255,232,1,1,112,0
ad8cb98b-004e-461c-950d-288550563047,539774837-4,65cc9a6cfc13ae5dde55c110,2024-02-11T21:20:20Z,137,247,76,0,0,227,1
d265bafc-51ac-4db0-942a-5e4066b62310,418184952-X,65cc9a6cfc13ae5dde55c111,2024-02-07T11:26:47Z,208,249,111,1,1,224,0
892d94db-13d1-4e04-af2a-d86398d9496b,172200775-3,65cc9a6cfc13ae5dde55c112,2024-02-08T15:57:46Z,49,251,177,0,1,102,0
e4787dbd-e3c1-445d-a5b9-f7a8be5fd0a8,845127043-3,65cc9a6cfc13ae5dde55c113,2024-02-09T17:18:13Z,233,53,224,0,0,226,1
e6278aa3-1dcc-4a99-94a5-f24cb3b0b59b,915719819-5,65cc9a6cfc13ae5dde55c114,2024-02-07T23:40:47Z,96,235,56,1,1,72,1
96dbd1fd-fae1-41a3-8449-4bede22dcfe0,822776900-4,65cc9a6cfc13ae5dde55c115,2024-02-11T00:35:17Z,141,51,13,1,1,46,0
89c64d24-461f-4a78-a78a-38add8ab4624,931092315-6,65cc9a6cfc13ae5dde55c116,2024-02-07T07:41:36Z,79,22,192,0,1,13,1
a45db169-8b0e-4e61-a84e-ee78e34299c6,593967372-4,65cc9a6cfc13ae5dde55c117,2024-02-10T09:24:37Z,32,49,76,0,1,207,1
b5e9ae18-e01e-4b96-9399-17b0651cf7c2,600512915-5,65cc9a6cfc13ae5dde55c118,2024-02-11T05:26:48Z,27,238,216,0,0,211,1
2bcbca7f-480e-4c92-b737-1a61ffb1b111,223813468-9,65cc9a6cfc13ae5dde55c119,2024-02-07T11:34:17Z,43,175,224,1,0,218,1
0c2bc9dd-5b43-417b-baf5-3765ea1566c8,736436888-4,65cc9a6cfc13ae5dde55c11a,2024-02-12T02:52:23Z,242,157,5,1,1,36,0
eca614fe-68bc-45fb-b19f-a87f28c2046e,631175160-7,65cc9a6cfc13ae5dde55c11b,2024-02-12T22:05:09Z,93,62,150,1,1,143,1
4d8810e9-9f3e-4849-8949-118ed06ded80,228373415-0,65cc9a6cfc13ae5dde55c11c,2024-02-08T00:26:16Z,197,143,18,1,1,113,0
61604d14-6b75-422a-b640-42b1ca9356a6,703585320-0,65cc9a6cfc13ae5dde55c11d,2024-02-13T23:35:28Z,55,76,175,0,1,115,0
7a206c9a-58e8-4783-ba66-accf65368166,922041352-3,65cc9a6cfc13ae5dde55c11e,2024-02-07T08:38:59Z,223,132,51,1,0,100,0
cd96b7db-1589-4ea9-8b27-7e89ab17ad73,390089687-9,65cc9a6cfc13ae5dde55c11f,2024-02-09T05:10:18Z,78,24,228,0,1,250,1
180fe5fb-ed9e-47c6-84ca-a9c907d3ca97,463855608-6,65cc9a6cfc13ae5dde55c120,2024-02-12T05:39:41Z,107,61,96,0,0,24,1
78ac5eb6-d684-49ef-81a1-0baa6fc649e7,116061141-6,65cc9a6cfc13ae5dde55c121,2024-02-12T10:31:10Z,54,205,242,1,0,206,0
61a2425a-7d49-4bba-9bcc-def5bb779cf9,323447791-4,65cc9a6cfc13ae5dde55c122,2024-02-12T10:43:19Z,226,16,120,1,0,196,0
966a32a6-ab57-472d-ac5e-6e7c666c02d2,613207004-4,65cc9a6cfc13ae5dde55c123,2024-02-08T04:22:34Z,82,43,1,0,0,238,1
d194f1b3-9484-4998-93e3-94b03fe481f0,457698261-3,65cc9a6cfc13ae5dde55c124,2024-02-10T16:55:08Z,153,236,178,0,1,181,0
b7d54c41-e1a3-41c9-b5db-3b907b1de82f,617156495-8,65cc9a6cfc13ae5dde55c125,2024-02-11T10:37:57Z,152,80,224,1,1,94,1
3a9bd918-5bf4-45e1-9047-06ad0d64de85,208442916-1,65cc9a6cfc13ae5dde55c126,2024-02-13T20:40:57Z,9,87,204,0,0,4,0
a0cb6c9c-44f1-4ec9-bbd3-a91d09c1b00e,262097318-X,65cc9a6cfc13ae5dde55c127,2024-02-07T11:15:12Z,160,255,5,1,1,50,1
611be084-c78c-4a85-b2b5-69eb2b976130,320356489-0,65cc9a6cfc13ae5dde55c128,2024-02-10T11:18:52Z,221,233,221,0,0,32,1
6b106275-cb2d-4369-8525-1b7ef12dc93c,838820457-2,65cc9a6cfc13ae5dde55c129,2024-02-11T12:02:27Z,98,122,146,0,1,16,0
28323f87-f9d6-43e9-9b55-2007e1ae7f69,948239051-2,65cc9a6cfc13ae5dde55c12a,2024-02-11T23:20:30Z,137,142,135,0,1,97,1
19a6c26d-8fdf-4646-a0e6-7773345e93c5,204615685-4,65cc9a6cfc13ae5dde55c12b,2024-02-09T11:32:38Z,115,212,173,1,1,213,1
3858c2ac-8647-49fd-ae16-2d060e8efad7,034590680-2,65cc9a6cfc13ae5dde55c12c,2024-02-13T21:45:47Z,154,41,254,0,0,246,0
d72d4680-2ee8-4e37-9828-9a292ad264c4,987472291-6,65cc9a6cfc13ae5dde55c12d,2024-02-07T20:45:40Z,103,108,215,0,1,19,1
3ae69a34-24fc-4286-92d3-34fcf3fe82f3,162424081-X,65cc9a6cfc13ae5dde55c12e,2024-02-13T07:29:13Z,184,24,82,1,0,210,0
ced5be22-8c1c-461a-b1f2-9d2eae6f0e32,578685284-9,65cc9a6cfc13ae5dde55c12f,2024-02-12T17:44:46Z,61,1,45,0,1,89,0
79ff8ce9-c75e-4b32-bf0e-7af4ab351bba,308394268-0,65cc9a6cfc13ae5dde55c130,2024-02-12T02:06:24Z,123,250,51,0,0,89,1
544e80e5-ee42-4b3e-a909-eb1576f7fa9f,643006068-3,65cc9a6cfc13ae5dde55c131,2024-02-07T03:02:51Z,218,87,31,0,0,78,1
2ec221a1-bdfa-4e6b-9c26-f9635e588e20,065864619-2,65cc9a6cfc13ae5dde55c132,2024-02-13T05:52:33Z,235,165,215,1,0,251,0
680de9de-59a9-4158-971e-0ba994fc4090,424719811-4,65cc9a6cfc13ae5dde55c133,2024-02-12T08:47:23Z,119,176,182,1,0,232,1
4ae19fe0-9b37-4bae-87f7-b1a09ed0322b,458682635-5,65cc9a6cfc13ae5dde55c134,2024-02-07T19:36:56Z,103,74,9,0,1,162,0
893f7285-32f6-4826-9f7d-f17824702e69,191866032-8,65cc9a6cfc13ae5dde55c135,2024-02-07T08:41:46Z,220,107,146,0,1,121,1
066ec1ac-2cb4-489f-80bf-9460fea3f0b2,580440223-4,65cc9a6cfc13ae5dde55c136,2024-02-09T08:35:02Z,99,92,41,1,0,84,0
6ed1eec1-e420-435a-a4c4-6b759b827e1d,399763874-8,65cc9a6cfc13ae5dde55c137,2024-02-11T08:23:49Z,170,163,61,1,0,88,0
6fc865b9-b742-42e0-b92a-3c6e5f0c951c,037232060-0,65cc9a6cfc13ae5dde55c138,2024-02-07T08:21:30Z,131,103,98,0,0,136,0
12b96d20-5aab-4206-8386-5893c73a0f66,180308344-1,65cc9a6cfc13ae5dde55c139,2024-02-10T09:38:15Z,178,30,193,0,0,86,0
50efc0da-2518-4aa6-8d45-ca93a83abc82,925659540-0,65cc9a6cfc13ae5dde55c13a,2024-02-08T05:23:35Z,15,72,138,1,0,127,1
e3caedb5-cc74-4222-a4f1-55176b0546e1,293757524-2,65cc9a6cfc13ae5dde55c13b,2024-02-09T11:58:44Z,42,78,10,1,1,98,0
718c7a07-5e46-42c1-aef6-8191ad0a4a35,185075284-2,65cc9a6cfc13ae5dde55c13c,2024-02-13T21:30:52Z,157,129,213,1,0,146,1
78962ed1-a992-4d9e-a0cc-b930ea6a2b1e,809112671-9,65cc9a6cfc13ae5dde55c13d,2024-02-10T02:05:11Z,74,170,146,1,0,223,0
157591bc-85f5-4f99-b6fc-7ebd44c83b76,666598091-X,65cc9a6cfc13ae5dde55c13e,2024-02-11T17:51:12Z,246,30,37,1,1,165,0
80f84ec1-d801-4628-822b-7815aeb7bc8b,348964422-0,65cc9a6cfc13ae5dde55c13f,2024-02-13T03:14:37Z,223,187,13,1,1,107,1
7c4f723e-b820-43c5-822c-2a7703ba2e04,455605219-X,65cc9a6cfc13ae5dde55c140,2024-02-13T03:32:11Z,214,58,144,1,1,81,1
249ca524-add6-4bda-ad3f-7ce7cf767c3f,537927769-1,65cc9a6cfc13ae5dde55c141,2024-02-12T14:00:29Z,236,247,102,1,0,155,1
4bab0010-796f-43db-91c1-198974b2982c,167190641-1,65cc9a6cfc13ae5dde55c142,2024-02-08T17:20:19Z,200,48,99,0,0,133,0
0985f75e-b63f-45da-b32e-b2a870f282a0,271486252-7,65cc9a6cfc13ae5dde55c143,2024-02-09T15:22:26Z,144,90,52,0,1,214,1
6d52c245-6072-49ad-a606-966da30d6c49,043841251-6,65cc9a6cfc13ae5dde55c144,2024-02-07T09:05:40Z,113,62,115,1,1,24,1
c6fa6ac3-59b5-4a2d-8f33-38fb6c0e0c3b,539262659-9,65cc9a6cfc13ae5dde55c145,2024-02-11T19:45:20Z,238,176,9,0,1,19,0
d4bf5086-3bde-451b-bcd7-fc2314c85b52,281808890-9,65cc9a6cfc13ae5dde55c146,2024-02-08T01:24:57Z,166,164,104,0,1,193,0
9e804341-3662-4d8d-85ee-ef59ba1a19c6,473978021-6,65cc9a6cfc13ae5dde55c147,2024-02-10T03:32:24Z,156,230,168,1,0,124,0
6f0e609d-6660-4fc6-bd12-d4ffdf988645,953676342-7,65cc9a6cfc13ae5dde55c148,2024-02-08T16:45:20Z,106,191,76,0,1,160,1
9f600af1-786b-4992-83c7-11342fabb24d,965746649-0,65cc9a6cfc13ae5dde55c149,2024-02-13T23:44:01Z,78,119,66,1,0,3,0
856e2ae3-3f9d-4ce2-81eb-bd17a704d9da,085320889-1,65cc9a6cfc13ae5dde55c14a,2024-02-10T20:34:23Z,207,160,176,1,0,38,1
def125c6-e04f-4b02-8037-d0f064bb0021,170068211-3,65cc9a6cfc13ae5dde55c14b,2024-02-10T11:22:04Z,255,7,16,0,0,90,1
892aae3b-9518-4d29-8ddf-571291239424,643204739-0,65cc9a6cfc13ae5dde55c14c,2024-02-07T00:23:52Z,220,93,88,1,0,110,1
4054224b-30e9-42bb-aa8a-94bcb972768e,743771581-3,65cc9a6cfc13ae5dde55c14d,2024-02-07T04:38:41Z,247,74,0,0,0,39,0
3b4d6596-30c2-41aa-9bbc-ad8476a78521,934040892-6,65cc9a6cfc13ae5dde55c14e,2024-02-09T16:33:08Z,16,189,36,0,1,48,0
b6eb06f2-aa51-44a3-9322-02d045c8e864,250961187-9,65cc9a6cfc13ae5dde55c14f,2024-02-12T23:13:02Z,183,137,64,1,0,110,0
814c9a92-75eb-4b83-99ca-00903b93018d,205432307-1,65cc9a6cfc13ae5dde55c150,2024-02-12T09:53:59Z,9,24,70,0,1,130,1
77c18946-cc78-419d-b86e-a6af72e81719,917204491-8,65cc9a6cfc13ae5dde55c151,2024-02-08T20:33:47Z,77,0,196,1,1,168,0
35d49b6c-8c32-40e2-acf1-97b3d0865299,204526841-1,65cc9a6cfc13ae5dde55c152,2024-02-07T09:48:21Z,154,54,98,1,0,100,1
0573c9fd-ce9c-4021-a128-e59d9bf746e1,189880296-3,65cc9a6cfc13ae5dde55c153,2024-02-12T17:30:08Z,244,153,155,1,1,74,0
60581ac2-9742-466d-a2e4-a84e1018e6ae,648818999-9,65cc9a6cfc13ae5dde55c154,2024-02-08T21:46:36Z,89,63,21,0,0,17,1
4038ffeb-d1d2-4f7a-a807-7b0af6c8e6d9,246546046-3,65cc9a6cfc13ae5dde55c155,2024-02-12T14:30:58Z,206,35,32,1,0,124,0
